"","module_name","module_id","module_type","label","type","type_id","parameter_id","fleet_name","age","length","time","initial","log_like","log_like_cv","estimation_type"
"2678",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2679",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2698",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2716",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2718",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2719",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2720",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2730",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2734",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2736",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2766",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2786",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2791",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2803",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917",NA,NA,NA,"AgeCompositionExpected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
